Hotel,Is_Canceled,Lead_Time,Arrival_Year,Arrival_Month,Arrival_Week_Number,Arrival_Day,Weekend_Nights,Week_Nights,Reserved_Room_Type,Assigned_Room_Type,Reservation_Status,Reservation_Status_Date
Resort Hotel,1,19,2017,February,8,25,1,1,C,C,Canceled,06/02/2017
Resort Hotel,1,16,2017,February,8,25,1,1,C,C,Canceled,10/02/2017
Resort Hotel,1,18,2017,February,8,25,1,1,C,C,Canceled,09/02/2017
Resort Hotel,1,17,2017,February,9,26,2,1,C,C,Canceled,14/02/2017
Resort Hotel,1,14,2017,March,10,10,0,2,C,C,Canceled,24/02/2017
Resort Hotel,1,27,2017,March,11,13,1,2,C,C,Canceled,19/02/2017
Resort Hotel,1,34,2017,March,13,30,2,5,C,C,Canceled,26/02/2017
Resort Hotel,1,19,2017,March,13,31,0,2,C,C,Canceled,22/03/2017
Resort Hotel,1,252,2017,April,14,5,1,4,C,C,Canceled,29/03/2017
Resort Hotel,1,29,2017,April,15,9,1,0,C,C,Canceled,14/03/2017
Resort Hotel,1,21,2017,April,15,10,1,1,C,C,Canceled,29/03/2017
Resort Hotel,1,29,2017,April,15,10,1,4,C,C,Canceled,12/03/2017
Resort Hotel,1,40,2017,April,15,13,0,3,C,C,Canceled,09/03/2017
Resort Hotel,1,62,2017,April,15,13,1,3,C,C,Canceled,09/03/2017
Resort Hotel,1,94,2017,April,16,16,2,2,C,C,Canceled,12/04/2017
Resort Hotel,1,234,2017,April,16,22,2,5,C,C,Canceled,30/03/2017
Resort Hotel,1,239,2017,April,16,22,2,5,C,C,Canceled,30/03/2017
Resort Hotel,1,234,2017,April,16,22,2,5,C,C,Canceled,30/03/2017
Resort Hotel,1,234,2017,April,16,22,2,5,C,C,Canceled,30/03/2017
Resort Hotel,1,239,2017,April,16,22,2,5,C,C,Canceled,30/03/2017
Resort Hotel,1,239,2017,April,16,22,2,5,C,C,Canceled,30/03/2017
Resort Hotel,1,239,2017,April,16,22,2,5,C,C,Canceled,30/03/2017
Resort Hotel,1,239,2017,April,16,22,2,5,C,C,Canceled,30/03/2017
Resort Hotel,1,234,2017,April,16,22,2,5,C,C,Canceled,30/03/2017
Resort Hotel,1,34,2017,April,17,27,2,3,C,C,Canceled,09/04/2017
Resort Hotel,1,80,2017,April,17,28,1,2,C,C,Canceled,09/02/2017
Resort Hotel,1,21,2017,April,17,29,1,1,C,C,Canceled,26/04/2017
Resort Hotel,1,6,2017,April,17,29,1,1,C,C,Canceled,25/04/2017
Resort Hotel,1,21,2017,April,17,29,1,1,C,C,Canceled,16/04/2017
Resort Hotel,1,23,2017,April,17,29,1,1,C,C,Canceled,10/04/2017
Resort Hotel,1,34,2017,April,17,29,2,1,C,C,Canceled,31/03/2017
Resort Hotel,1,54,2017,April,17,29,2,1,C,C,Canceled,21/03/2017
Resort Hotel,1,78,2017,April,17,29,2,5,C,C,Canceled,21/02/2017
Resort Hotel,1,20,2017,April,17,29,2,2,C,C,Canceled,17/04/2017
Resort Hotel,1,72,2017,May,18,1,1,2,C,C,Canceled,19/02/2017
Resort Hotel,1,18,2017,May,18,1,1,3,C,C,Canceled,13/04/2017
Resort Hotel,1,65,2017,May,18,1,1,3,C,C,Canceled,25/02/2017
Resort Hotel,1,19,2017,May,18,2,0,4,C,C,Canceled,19/04/2017
Resort Hotel,1,23,2017,May,18,6,2,2,C,C,Canceled,14/04/2017
Resort Hotel,1,33,2017,May,18,6,4,8,C,C,Canceled,03/04/2017
Resort Hotel,1,41,2017,May,19,7,2,1,C,C,Canceled,28/03/2017
Resort Hotel,1,31,2017,May,19,8,1,5,C,C,Canceled,27/04/2017
Resort Hotel,1,16,2017,May,19,10,0,3,C,C,Canceled,25/04/2017
Resort Hotel,1,24,2017,May,19,11,2,3,C,C,Canceled,17/04/2017
Resort Hotel,1,52,2017,May,19,12,1,2,C,C,Canceled,04/05/2017
Resort Hotel,1,81,2017,May,19,13,2,5,C,C,Canceled,04/04/2017
Resort Hotel,1,60,2017,May,20,15,1,5,C,C,Canceled,30/04/2017
Resort Hotel,1,14,2017,May,20,16,0,5,C,C,Canceled,04/05/2017
Resort Hotel,1,90,2017,May,20,16,2,5,C,C,Canceled,15/05/2017
Resort Hotel,1,72,2017,May,20,16,2,5,C,C,Canceled,05/03/2017
Resort Hotel,1,80,2017,May,20,17,0,2,C,C,Canceled,28/02/2017
Resort Hotel,1,81,2017,May,20,17,0,4,C,C,Canceled,11/04/2017
Resort Hotel,1,70,2017,May,20,17,2,5,C,C,Canceled,23/03/2017
Resort Hotel,1,98,2017,May,20,19,2,6,C,C,Canceled,20/02/2017
Resort Hotel,1,18,2017,May,21,22,1,3,C,C,Canceled,04/05/2017
Resort Hotel,1,62,2017,May,21,22,1,3,C,C,Canceled,21/03/2017
Resort Hotel,1,86,2017,May,21,23,0,4,C,C,Canceled,04/04/2017
Resort Hotel,1,160,2017,May,21,23,2,6,C,C,Canceled,14/12/2016
Resort Hotel,1,162,2017,May,21,25,2,5,C,C,Canceled,14/12/2016
Resort Hotel,1,162,2017,May,21,25,2,5,C,C,Canceled,14/12/2016
Resort Hotel,1,49,2017,June,22,2,0,2,C,C,Canceled,21/04/2017
Resort Hotel,1,41,2017,June,22,2,0,2,C,C,Canceled,22/05/2017
Resort Hotel,1,48,2017,June,22,2,0,2,C,C,Canceled,20/04/2017
Resort Hotel,1,43,2017,June,22,2,0,2,C,C,Canceled,22/05/2017
Resort Hotel,1,22,2017,June,22,2,2,5,C,C,Canceled,11/05/2017
Resort Hotel,1,43,2017,June,22,2,3,7,C,C,Canceled,20/05/2017
Resort Hotel,1,119,2017,June,23,4,2,3,C,C,Canceled,09/04/2017
Resort Hotel,1,75,2017,June,23,5,1,2,C,C,Canceled,25/03/2017
Resort Hotel,1,2,2017,June,23,7,0,4,C,C,Canceled,06/06/2017
Resort Hotel,1,21,2017,June,23,8,2,3,C,C,Canceled,18/05/2017
Resort Hotel,1,101,2017,June,23,9,0,2,C,C,Canceled,02/05/2017
Resort Hotel,1,65,2017,June,23,9,0,2,C,C,Canceled,21/04/2017
Resort Hotel,1,76,2017,June,23,9,2,4,C,C,Canceled,01/04/2017
Resort Hotel,1,6,2017,June,23,10,0,1,C,C,No-Show,10/06/2017
Resort Hotel,1,37,2017,June,23,10,2,2,C,C,Canceled,06/05/2017
Resort Hotel,1,37,2017,June,23,10,2,2,C,C,Canceled,06/05/2017
Resort Hotel,1,118,2017,June,23,10,2,5,C,C,Canceled,14/04/2017
Resort Hotel,1,114,2017,June,24,11,2,4,C,C,Canceled,07/06/2017
Resort Hotel,1,120,2017,June,24,12,1,5,C,C,Canceled,12/02/2017
Resort Hotel,1,94,2017,June,24,12,3,5,C,C,Canceled,12/06/2017
Resort Hotel,1,50,2017,June,24,13,2,7,C,C,Canceled,25/04/2017
Resort Hotel,1,97,2017,June,24,14,0,4,C,C,Canceled,25/05/2017
Resort Hotel,1,125,2017,June,24,15,2,5,C,C,Canceled,10/02/2017
Resort Hotel,1,86,2017,June,24,16,0,1,C,C,Canceled,10/04/2017
Resort Hotel,1,20,2017,June,24,16,0,2,C,C,Canceled,29/05/2017
Resort Hotel,1,110,2017,June,24,16,2,2,C,C,Canceled,27/02/2017
Resort Hotel,1,55,2017,June,24,16,2,5,C,C,Canceled,22/04/2017
Resort Hotel,1,60,2017,June,24,16,2,5,C,C,Canceled,17/04/2017
Resort Hotel,1,107,2017,June,24,16,2,6,C,C,Canceled,03/03/2017
Resort Hotel,1,112,2017,June,24,17,2,5,C,C,Canceled,28/02/2017
Resort Hotel,1,57,2017,June,25,18,2,5,C,C,Canceled,25/04/2017
Resort Hotel,1,132,2017,June,25,19,2,5,C,C,Canceled,14/04/2017
Resort Hotel,1,125,2017,June,25,19,2,5,C,C,Canceled,04/03/2017
Resort Hotel,1,87,2017,June,25,20,0,4,C,C,Canceled,25/03/2017
Resort Hotel,1,78,2017,June,25,20,1,5,C,C,Canceled,21/04/2017
Resort Hotel,1,94,2017,June,25,21,0,4,C,C,Canceled,21/04/2017
Resort Hotel,1,17,2017,June,25,21,1,4,C,C,Canceled,10/06/2017
Resort Hotel,1,154,2017,June,25,22,1,3,C,C,Canceled,23/01/2017
Resort Hotel,1,163,2017,June,26,25,2,5,C,C,Canceled,28/04/2017
Resort Hotel,1,250,2017,June,26,26,1,4,C,C,Canceled,19/10/2016
Resort Hotel,1,119,2017,June,26,26,1,4,C,C,Canceled,16/04/2017
Resort Hotel,1,170,2017,June,26,26,1,5,C,C,Canceled,05/05/2017
Resort Hotel,1,178,2017,June,26,28,2,8,C,C,Canceled,06/02/2017
Resort Hotel,1,282,2017,June,26,28,4,10,C,C,Canceled,19/09/2016
Resort Hotel,1,319,2017,June,26,29,2,5,C,C,Canceled,16/08/2016
Resort Hotel,1,130,2017,July,26,1,2,1,C,C,Canceled,10/03/2017
Resort Hotel,1,127,2017,July,26,1,2,2,C,C,Canceled,16/03/2017
Resort Hotel,1,164,2017,July,26,1,2,5,C,C,Canceled,27/01/2017
Resort Hotel,1,155,2017,July,26,1,2,5,C,C,Canceled,17/05/2017
Resort Hotel,1,95,2017,July,27,2,2,2,C,C,Canceled,10/05/2017
Resort Hotel,1,100,2017,July,27,2,2,4,C,C,Canceled,26/03/2017
Resort Hotel,1,110,2017,July,27,2,2,5,C,C,Canceled,14/03/2017
Resort Hotel,1,146,2017,July,27,3,1,5,C,C,Canceled,16/02/2017
Resort Hotel,1,150,2017,July,27,3,2,5,C,C,Canceled,23/04/2017
Resort Hotel,1,157,2017,July,27,3,2,5,C,C,Canceled,27/01/2017
Resort Hotel,1,300,2017,July,27,3,3,6,C,C,Canceled,07/09/2016
Resort Hotel,1,140,2017,July,27,6,4,8,C,C,Canceled,20/03/2017
Resort Hotel,1,150,2017,July,27,7,1,2,C,C,Canceled,08/02/2017
Resort Hotel,1,113,2017,July,27,7,1,2,C,C,Canceled,02/04/2017
Resort Hotel,1,152,2017,July,27,8,2,5,C,C,Canceled,27/02/2017
Resort Hotel,1,109,2017,July,27,8,2,6,C,C,Canceled,23/03/2017
Resort Hotel,1,8,2017,July,28,9,1,0,C,C,Canceled,03/07/2017
Resort Hotel,1,151,2017,July,28,9,2,3,C,C,Canceled,08/03/2017
Resort Hotel,1,349,2017,July,28,9,2,4,C,C,Canceled,28/12/2016
Resort Hotel,1,148,2017,July,28,10,1,3,C,C,Canceled,22/06/2017
Resort Hotel,1,3,2017,July,28,11,0,1,C,C,Canceled,08/07/2017
Resort Hotel,1,151,2017,July,28,11,2,5,C,C,Canceled,11/02/2017
Resort Hotel,1,134,2017,July,28,12,0,4,C,C,Canceled,08/03/2017
Resort Hotel,1,135,2017,July,28,14,1,2,C,C,No-Show,14/07/2017
Resort Hotel,1,158,2017,July,28,15,2,5,C,C,Canceled,10/07/2017
Resort Hotel,1,157,2017,July,29,16,2,3,C,C,Canceled,13/02/2017
Resort Hotel,1,156,2017,July,29,16,2,3,C,C,No-Show,16/07/2017
Resort Hotel,1,180,2017,July,29,16,2,5,C,C,Canceled,20/03/2017
Resort Hotel,1,118,2017,July,29,17,1,4,C,C,Canceled,24/03/2017
Resort Hotel,1,221,2017,July,29,17,2,5,C,C,Canceled,20/03/2017
Resort Hotel,1,123,2017,July,29,20,0,3,C,C,Canceled,20/03/2017
Resort Hotel,1,172,2017,July,29,20,2,5,C,C,Canceled,27/02/2017
Resort Hotel,1,134,2017,July,29,22,2,5,C,C,Canceled,15/06/2017
Resort Hotel,1,159,2017,July,29,22,2,6,C,C,Canceled,03/07/2017
Resort Hotel,1,165,2017,July,30,23,2,3,C,C,Canceled,03/07/2017
Resort Hotel,1,23,2017,July,30,26,1,4,C,C,No-Show,26/07/2017
Resort Hotel,1,157,2017,July,30,26,2,8,C,C,Canceled,24/02/2017
Resort Hotel,1,167,2017,July,30,27,2,6,C,C,Canceled,17/02/2017
Resort Hotel,1,318,2017,July,30,28,1,2,C,C,Canceled,09/03/2017
Resort Hotel,1,18,2017,July,30,28,0,2,C,C,Canceled,11/07/2017
Resort Hotel,1,318,2017,July,30,28,1,2,C,C,Canceled,09/03/2017
Resort Hotel,1,141,2017,July,30,29,0,1,C,C,Canceled,26/06/2017
Resort Hotel,1,116,2017,July,30,29,2,1,C,C,Canceled,12/06/2017
Resort Hotel,1,173,2017,July,30,29,2,4,C,C,Canceled,10/02/2017
Resort Hotel,1,306,2017,July,30,29,2,5,C,C,Canceled,19/11/2016
Resort Hotel,1,170,2017,July,31,31,1,3,C,C,Canceled,12/02/2017
Resort Hotel,1,167,2017,July,31,31,1,5,C,C,Canceled,18/07/2017
Resort Hotel,1,176,2017,August,31,1,2,5,C,C,Canceled,08/02/2017
Resort Hotel,1,215,2017,August,31,1,2,5,C,C,Canceled,22/07/2017
Resort Hotel,1,300,2017,August,31,2,0,3,C,C,Canceled,06/10/2016
Resort Hotel,1,15,2017,August,31,2,0,4,C,C,Canceled,19/07/2017
Resort Hotel,1,153,2017,August,31,3,2,5,C,C,Canceled,17/03/2017
Resort Hotel,1,51,2017,August,31,4,2,2,C,C,Canceled,22/06/2017
Resort Hotel,1,166,2017,August,31,4,2,4,C,C,Canceled,16/03/2017
Resort Hotel,1,91,2017,August,31,4,2,5,C,C,Canceled,12/05/2017
Resort Hotel,1,167,2017,August,31,5,0,1,C,C,Canceled,19/02/2017
Resort Hotel,1,119,2017,August,31,5,2,2,C,C,Canceled,20/04/2017
Resort Hotel,1,142,2017,August,31,5,2,4,C,C,Canceled,28/03/2017
Resort Hotel,1,128,2017,August,32,6,2,3,C,C,Canceled,01/04/2017
Resort Hotel,1,128,2017,August,32,7,1,3,C,C,Canceled,08/04/2017
Resort Hotel,1,138,2017,August,32,7,1,3,C,C,Canceled,08/04/2017
Resort Hotel,1,265,2017,August,32,7,1,4,C,C,Canceled,15/11/2016
Resort Hotel,1,166,2017,August,32,8,0,3,C,C,Canceled,10/03/2017
Resort Hotel,1,50,2017,August,32,10,0,1,C,C,Canceled,21/06/2017
