Hotel,Is_Canceled,Lead_Time,Arrival_Year,Arrival_Month,Arrival_Week_Number,Arrival_Day,Weekend_Nights,Week_Nights,Reserved_Room_Type,Assigned_Room_Type,Reservation_Status,Reservation_Status_Date
City Hotel,0,67,2015,September,37,6,2,2,D,D,Check-Out,10/09/2015
City Hotel,0,67,2015,September,37,6,2,2,D,D,Check-Out,10/09/2015
City Hotel,0,0,2015,September,37,7,1,0,D,D,Check-Out,08/09/2015
City Hotel,1,0,2015,September,37,7,1,1,D,D,Canceled,07/09/2015
City Hotel,0,6,2015,September,37,7,1,3,D,D,Check-Out,11/09/2015
City Hotel,0,8,2015,September,37,8,0,2,D,D,Check-Out,10/09/2015
City Hotel,0,8,2015,September,37,8,0,3,D,D,Check-Out,11/09/2015
City Hotel,0,11,2015,September,37,8,0,3,D,D,Check-Out,11/09/2015
City Hotel,0,4,2015,September,37,8,0,4,D,D,Check-Out,12/09/2015
City Hotel,0,22,2015,September,37,8,0,1,D,D,Check-Out,09/09/2015
City Hotel,0,13,2015,September,37,8,1,5,D,D,Check-Out,14/09/2015
City Hotel,0,28,2015,September,37,10,0,2,D,D,Check-Out,12/09/2015
City Hotel,0,9,2015,September,37,10,1,3,D,D,Check-Out,14/09/2015
City Hotel,0,11,2015,September,37,12,0,1,D,E,Check-Out,13/09/2015
City Hotel,0,6,2015,September,38,13,2,3,D,D,Check-Out,18/09/2015
City Hotel,0,6,2015,September,38,14,1,3,D,D,Check-Out,18/09/2015
City Hotel,0,25,2015,September,38,14,1,3,D,D,Check-Out,18/09/2015
City Hotel,0,17,2015,September,38,14,1,3,D,D,Check-Out,18/09/2015
City Hotel,0,15,2015,September,38,16,0,1,D,E,Check-Out,17/09/2015
City Hotel,0,15,2015,September,38,16,0,2,D,D,Check-Out,18/09/2015
City Hotel,0,15,2015,September,38,16,0,2,D,A,Check-Out,18/09/2015
City Hotel,0,167,2015,September,38,16,0,4,D,D,Check-Out,20/09/2015
City Hotel,0,23,2015,September,38,16,1,4,D,D,Check-Out,21/09/2015
City Hotel,0,112,2015,September,38,16,2,4,D,G,Check-Out,22/09/2015
City Hotel,1,152,2015,September,38,16,2,4,D,D,Canceled,25/05/2015
City Hotel,0,15,2015,September,38,17,0,1,D,A,Check-Out,18/09/2015
City Hotel,0,15,2015,September,38,17,0,1,D,A,Check-Out,18/09/2015
City Hotel,0,15,2015,September,38,17,0,1,D,D,Check-Out,18/09/2015
City Hotel,0,27,2015,September,38,17,0,3,D,E,Check-Out,20/09/2015
City Hotel,1,97,2015,September,38,17,0,3,D,D,Canceled,20/07/2015
City Hotel,0,29,2015,September,38,17,2,5,D,D,Check-Out,24/09/2015
City Hotel,0,0,2015,September,38,18,0,1,D,D,Check-Out,19/09/2015
City Hotel,0,25,2015,September,38,19,2,4,D,D,Check-Out,25/09/2015
City Hotel,0,20,2015,September,39,20,2,3,D,D,Check-Out,25/09/2015
City Hotel,0,13,2015,September,39,20,2,3,D,D,Check-Out,25/09/2015
City Hotel,0,11,2015,September,39,20,2,3,D,A,Check-Out,25/09/2015
City Hotel,0,27,2015,September,39,21,1,2,D,D,Check-Out,24/09/2015
City Hotel,0,25,2015,September,39,21,1,3,D,D,Check-Out,25/09/2015
City Hotel,0,19,2015,September,39,21,1,3,D,D,Check-Out,25/09/2015
City Hotel,0,28,2015,September,39,21,1,4,D,D,Check-Out,26/09/2015
City Hotel,0,25,2015,September,39,22,0,3,D,D,Check-Out,25/09/2015
City Hotel,0,27,2015,September,39,24,0,1,D,D,Check-Out,25/09/2015
City Hotel,1,53,2015,September,39,26,2,3,D,D,Canceled,23/09/2015
City Hotel,0,35,2015,September,40,29,0,4,D,D,Check-Out,03/10/2015
City Hotel,0,23,2015,September,40,30,0,4,D,D,Check-Out,04/10/2015
City Hotel,1,26,2015,October,41,4,2,3,D,D,Canceled,18/09/2015
City Hotel,0,32,2015,October,41,5,1,3,D,D,Check-Out,09/10/2015
City Hotel,0,26,2015,October,41,5,1,4,D,D,Check-Out,10/10/2015
City Hotel,0,32,2015,October,41,6,0,4,D,D,Check-Out,10/10/2015
City Hotel,1,34,2015,October,41,7,2,4,D,D,Canceled,03/09/2015
City Hotel,0,80,2015,October,41,9,0,2,D,D,Check-Out,11/10/2015
City Hotel,0,80,2015,October,41,9,0,2,D,D,Check-Out,11/10/2015
City Hotel,0,80,2015,October,41,9,0,2,D,D,Check-Out,11/10/2015
City Hotel,0,80,2015,October,41,9,0,2,D,A,Check-Out,11/10/2015
City Hotel,0,80,2015,October,41,9,0,2,D,D,Check-Out,11/10/2015
City Hotel,0,80,2015,October,41,9,0,2,D,A,Check-Out,11/10/2015
City Hotel,0,80,2015,October,41,9,0,2,D,E,Check-Out,11/10/2015
City Hotel,0,80,2015,October,41,9,0,2,D,D,Check-Out,11/10/2015
City Hotel,0,80,2015,October,41,9,0,2,D,D,Check-Out,11/10/2015
City Hotel,0,80,2015,October,41,9,0,2,D,E,Check-Out,11/10/2015
City Hotel,0,80,2015,October,41,9,0,2,D,D,Check-Out,11/10/2015
City Hotel,0,80,2015,October,41,9,0,2,D,E,Check-Out,11/10/2015
City Hotel,0,80,2015,October,41,9,0,2,D,A,Check-Out,11/10/2015
City Hotel,1,48,2015,October,41,9,0,2,D,D,Canceled,01/09/2015
City Hotel,0,80,2015,October,41,9,0,2,D,A,Check-Out,11/10/2015
City Hotel,0,80,2015,October,41,9,0,2,D,A,Check-Out,11/10/2015
City Hotel,0,80,2015,October,41,9,0,2,D,D,Check-Out,11/10/2015
City Hotel,0,80,2015,October,41,9,0,2,D,D,Check-Out,11/10/2015
City Hotel,0,80,2015,October,41,9,0,2,D,A,Check-Out,11/10/2015
City Hotel,0,80,2015,October,41,9,0,2,D,D,Check-Out,11/10/2015
City Hotel,0,80,2015,October,41,9,0,2,D,A,Check-Out,11/10/2015
City Hotel,0,80,2015,October,41,9,0,2,D,D,Check-Out,11/10/2015
City Hotel,0,80,2015,October,41,9,0,2,D,D,Check-Out,11/10/2015
City Hotel,0,80,2015,October,41,9,0,2,D,D,Check-Out,11/10/2015
City Hotel,0,80,2015,October,41,9,0,2,D,D,Check-Out,11/10/2015
City Hotel,0,80,2015,October,41,9,0,2,D,F,Check-Out,11/10/2015
City Hotel,0,80,2015,October,41,9,0,2,D,D,Check-Out,11/10/2015
City Hotel,0,80,2015,October,41,9,0,2,D,D,Check-Out,11/10/2015
City Hotel,1,46,2015,October,41,10,0,1,D,D,No-Show,10/10/2015
City Hotel,1,41,2015,October,42,11,1,0,D,D,Canceled,09/10/2015
City Hotel,0,34,2015,October,42,11,3,5,D,D,Check-Out,19/10/2015
City Hotel,0,39,2015,October,42,12,1,2,D,D,Check-Out,15/10/2015
City Hotel,0,41,2015,October,42,14,0,4,D,D,Check-Out,18/10/2015
City Hotel,0,41,2015,October,42,14,0,4,D,D,Check-Out,18/10/2015
City Hotel,0,48,2015,October,42,14,1,4,D,D,Check-Out,19/10/2015
City Hotel,0,0,2015,October,42,15,0,0,D,D,Check-Out,15/10/2015
City Hotel,0,62,2015,October,42,16,0,2,D,D,Check-Out,18/10/2015
City Hotel,0,45,2015,October,42,16,2,2,D,D,Check-Out,20/10/2015
City Hotel,0,45,2015,October,42,16,2,2,D,A,Check-Out,20/10/2015
City Hotel,1,47,2015,October,42,17,0,1,D,D,Canceled,09/10/2015
City Hotel,1,204,2015,October,43,18,2,2,D,D,Canceled,27/07/2015
City Hotel,0,61,2015,October,43,19,1,3,D,D,Check-Out,23/10/2015
City Hotel,0,45,2015,October,43,22,1,3,D,D,Check-Out,26/10/2015
City Hotel,0,61,2015,October,44,27,0,5,D,A,Check-Out,01/11/2015
City Hotel,0,55,2015,October,44,28,0,4,D,D,Check-Out,01/11/2015
City Hotel,0,62,2015,November,45,1,2,2,D,D,Check-Out,05/11/2015
City Hotel,0,56,2015,November,45,6,1,2,D,D,Check-Out,09/11/2015
City Hotel,0,56,2015,November,45,6,1,2,D,A,Check-Out,09/11/2015
City Hotel,0,80,2015,November,46,14,2,1,D,D,Check-Out,17/11/2015
City Hotel,0,94,2015,November,48,23,1,2,D,D,Check-Out,26/11/2015
City Hotel,0,94,2015,November,48,23,1,2,D,D,Check-Out,26/11/2015
City Hotel,0,94,2015,November,48,23,1,2,D,D,Check-Out,26/11/2015
City Hotel,0,10,2015,December,50,11,0,1,D,F,Check-Out,12/12/2015
City Hotel,0,2,2015,December,50,11,0,2,D,D,Check-Out,13/12/2015
City Hotel,0,4,2015,December,50,11,0,2,D,D,Check-Out,13/12/2015
City Hotel,0,6,2015,December,51,17,0,2,D,D,Check-Out,19/12/2015
City Hotel,0,6,2015,December,51,17,0,2,D,D,Check-Out,19/12/2015
City Hotel,0,3,2015,December,51,18,0,2,D,D,Check-Out,20/12/2015
City Hotel,0,2,2015,December,51,18,0,2,D,D,Check-Out,20/12/2015
City Hotel,0,8,2015,December,51,19,1,1,D,D,Check-Out,21/12/2015
City Hotel,0,4,2015,December,52,26,2,5,D,D,Check-Out,02/01/2016
City Hotel,1,13,2015,December,53,27,2,0,D,D,No-Show,27/12/2015
City Hotel,0,11,2015,December,53,27,2,1,D,D,Check-Out,30/12/2015
City Hotel,0,5,2015,December,53,27,2,4,D,D,Check-Out,02/01/2016
City Hotel,0,20,2015,December,53,28,1,2,D,A,Check-Out,31/12/2015
City Hotel,0,17,2015,December,53,28,1,3,D,D,Check-Out,01/01/2016
City Hotel,0,10,2015,December,53,28,1,3,D,D,Check-Out,01/01/2016
City Hotel,1,17,2015,December,53,28,1,5,D,D,Canceled,14/12/2015
City Hotel,1,8,2015,December,53,29,0,3,D,D,Canceled,25/12/2015
City Hotel,0,22,2015,December,53,29,0,4,D,D,Check-Out,02/01/2016
City Hotel,1,4,2015,December,53,30,0,2,D,D,Canceled,27/12/2015
City Hotel,0,15,2015,December,53,30,0,2,D,F,Check-Out,01/01/2016
City Hotel,0,1,2015,December,53,30,0,3,D,G,Check-Out,02/01/2016
City Hotel,0,9,2015,December,53,30,0,3,D,D,Check-Out,02/01/2016
City Hotel,1,11,2015,December,53,30,0,4,D,D,Canceled,19/12/2015
City Hotel,0,11,2015,December,53,30,0,4,D,D,Check-Out,03/01/2016
City Hotel,1,15,2015,December,53,30,1,4,D,D,Canceled,25/12/2015
City Hotel,1,12,2015,December,53,30,2,4,D,D,Canceled,25/12/2015
City Hotel,1,22,2015,December,53,31,0,2,D,D,Canceled,20/12/2015
City Hotel,0,6,2015,December,53,31,0,2,D,D,Check-Out,02/01/2016
City Hotel,1,28,2015,December,53,31,0,3,D,D,Canceled,19/12/2015
City Hotel,0,7,2015,December,53,31,2,4,D,D,Check-Out,06/01/2016
City Hotel,0,22,2016,January,1,1,2,2,D,D,Check-Out,05/01/2016
City Hotel,0,6,2016,January,1,2,1,1,D,D,Check-Out,04/01/2016
City Hotel,0,8,2016,January,1,2,2,1,D,A,Check-Out,05/01/2016
City Hotel,0,0,2016,January,2,3,1,0,D,D,Check-Out,04/01/2016
City Hotel,0,2,2016,January,2,3,1,0,D,D,Check-Out,04/01/2016
City Hotel,0,0,2016,January,2,3,1,0,D,D,Check-Out,04/01/2016
City Hotel,0,2,2016,January,2,3,2,2,D,D,Check-Out,07/01/2016
City Hotel,0,0,2016,January,2,4,1,0,D,D,Check-Out,05/01/2016
City Hotel,0,1,2016,January,2,4,1,0,D,D,Check-Out,05/01/2016
City Hotel,0,0,2016,January,2,4,1,0,D,D,Check-Out,05/01/2016
City Hotel,0,1,2016,January,2,4,1,0,D,D,Check-Out,05/01/2016
City Hotel,0,1,2016,January,2,4,1,3,D,E,Check-Out,08/01/2016
City Hotel,0,33,2016,January,2,5,0,3,D,D,Check-Out,08/01/2016
City Hotel,0,126,2016,January,2,8,2,2,D,D,Check-Out,12/01/2016
City Hotel,0,18,2016,January,2,9,2,2,D,D,Check-Out,13/01/2016
City Hotel,0,12,2016,January,3,10,2,5,D,D,Check-Out,17/01/2016
City Hotel,0,5,2016,January,3,11,1,2,D,D,Check-Out,14/01/2016
City Hotel,0,37,2016,January,3,12,0,2,D,D,Check-Out,14/01/2016
City Hotel,1,18,2016,January,3,15,2,5,D,D,Canceled,28/12/2015
City Hotel,0,13,2016,January,3,16,0,1,D,D,Check-Out,17/01/2016
City Hotel,0,41,2016,January,3,16,0,1,D,D,Check-Out,17/01/2016
City Hotel,0,39,2016,January,4,17,2,0,D,D,Check-Out,19/01/2016
City Hotel,0,2,2016,January,4,17,2,1,D,E,Check-Out,20/01/2016
City Hotel,0,28,2016,January,4,18,1,1,D,D,Check-Out,20/01/2016
City Hotel,1,14,2016,January,4,19,0,3,D,D,Canceled,12/01/2016
City Hotel,0,20,2016,January,4,21,0,2,D,D,Check-Out,23/01/2016
City Hotel,0,27,2016,January,4,23,0,1,D,D,Check-Out,24/01/2016
City Hotel,0,41,2016,January,5,25,1,2,D,D,Check-Out,28/01/2016
City Hotel,0,19,2016,January,5,26,0,2,D,D,Check-Out,28/01/2016
City Hotel,0,36,2016,January,5,27,0,3,D,D,Check-Out,30/01/2016
City Hotel,0,39,2016,January,5,27,0,3,D,D,Check-Out,30/01/2016
City Hotel,0,173,2016,January,5,27,2,5,D,D,Check-Out,03/02/2016
City Hotel,1,36,2016,January,5,28,0,2,D,D,Canceled,23/12/2015
City Hotel,1,86,2016,January,5,28,0,3,D,D,Canceled,26/01/2016
City Hotel,1,20,2016,January,5,29,0,2,D,D,Canceled,23/01/2016
City Hotel,1,24,2016,January,5,29,1,2,D,D,Canceled,24/01/2016
City Hotel,1,35,2016,January,5,29,1,2,D,D,Canceled,08/01/2016
City Hotel,0,55,2016,January,5,29,2,2,D,D,Check-Out,02/02/2016
City Hotel,1,29,2016,January,5,30,2,1,D,D,Canceled,01/01/2016
City Hotel,0,30,2016,January,6,31,2,0,D,D,Check-Out,02/02/2016
City Hotel,0,30,2016,January,6,31,2,0,D,E,Check-Out,02/02/2016
City Hotel,0,26,2016,February,6,1,1,3,D,D,Check-Out,05/02/2016
City Hotel,0,29,2016,February,6,3,0,3,D,D,Check-Out,06/02/2016
City Hotel,0,31,2016,February,6,3,0,4,D,D,Check-Out,07/02/2016
City Hotel,1,1,2016,February,6,3,8,21,D,D,No-Show,03/02/2016
City Hotel,1,41,2016,February,6,4,0,3,D,D,Canceled,19/01/2016
City Hotel,0,63,2016,February,6,4,1,3,D,D,Check-Out,08/02/2016
City Hotel,0,32,2016,February,6,5,0,2,D,D,Check-Out,07/02/2016
City Hotel,1,6,2016,February,6,5,0,2,D,D,Canceled,03/02/2016
City Hotel,1,38,2016,February,6,5,0,2,D,D,Canceled,03/01/2016
City Hotel,1,8,2016,February,6,5,0,2,D,D,Canceled,31/01/2016
City Hotel,0,30,2016,February,6,5,2,2,D,D,Check-Out,09/02/2016
City Hotel,1,28,2016,February,6,5,2,7,D,D,No-Show,05/02/2016
City Hotel,0,33,2016,February,6,6,1,1,D,D,Check-Out,08/02/2016
City Hotel,0,49,2016,February,6,6,2,2,D,D,Check-Out,10/02/2016
City Hotel,0,33,2016,February,7,7,2,2,D,D,Check-Out,11/02/2016
City Hotel,1,46,2016,February,7,7,2,3,D,D,Canceled,07/02/2016
City Hotel,0,33,2016,February,7,8,1,4,D,D,Check-Out,13/02/2016
City Hotel,1,7,2016,February,7,10,1,4,D,D,Canceled,06/02/2016
City Hotel,0,70,2016,February,7,11,0,3,D,D,Check-Out,14/02/2016
City Hotel,0,0,2016,February,7,12,0,1,D,A,Check-Out,13/02/2016
City Hotel,1,12,2016,February,7,12,0,2,D,D,Canceled,02/02/2016
City Hotel,1,7,2016,February,7,12,0,2,D,D,Canceled,05/02/2016
City Hotel,1,6,2016,February,7,12,1,2,D,D,Canceled,09/02/2016
City Hotel,0,154,2016,February,7,12,1,2,D,D,Check-Out,15/02/2016
City Hotel,1,22,2016,February,7,12,2,2,D,D,Canceled,21/01/2016
City Hotel,0,37,2016,February,7,12,2,3,D,D,Check-Out,17/02/2016
City Hotel,1,4,2016,February,7,12,2,5,D,D,No-Show,12/02/2016
City Hotel,1,5,2016,February,7,12,4,8,D,D,No-Show,12/02/2016
City Hotel,1,4,2016,February,7,12,6,14,D,D,No-Show,12/02/2016
City Hotel,1,17,2016,February,7,13,0,1,D,D,Canceled,11/02/2016
City Hotel,1,0,2016,February,7,13,1,1,D,E,No-Show,13/02/2016
City Hotel,1,0,2016,February,7,13,1,1,D,F,No-Show,13/02/2016
City Hotel,1,0,2016,February,7,13,1,1,D,E,No-Show,13/02/2016
City Hotel,1,0,2016,February,7,13,1,1,D,E,No-Show,13/02/2016
City Hotel,1,0,2016,February,7,13,1,1,D,E,No-Show,13/02/2016
City Hotel,1,11,2016,February,7,13,8,21,D,D,No-Show,13/02/2016
City Hotel,0,43,2016,February,8,14,2,1,D,D,Check-Out,17/02/2016
City Hotel,1,20,2016,February,8,14,2,1,D,D,No-Show,14/02/2016
City Hotel,0,42,2016,February,8,14,2,3,D,D,Check-Out,19/02/2016
City Hotel,0,71,2016,February,8,15,1,4,D,D,Check-Out,20/02/2016
City Hotel,0,0,2016,February,8,16,0,1,D,D,Check-Out,17/02/2016
City Hotel,1,3,2016,February,8,16,0,4,D,D,Canceled,14/02/2016
City Hotel,1,3,2016,February,8,16,0,4,D,D,Canceled,14/02/2016
City Hotel,1,10,2016,February,8,17,0,3,D,D,Canceled,08/02/2016
City Hotel,0,43,2016,February,8,18,0,3,D,D,Check-Out,21/02/2016
City Hotel,0,47,2016,February,8,18,0,3,D,D,Check-Out,21/02/2016
City Hotel,1,17,2016,February,8,19,3,7,D,D,No-Show,19/02/2016
City Hotel,1,17,2016,February,8,19,6,15,D,D,Canceled,14/02/2016
City Hotel,0,47,2016,February,8,20,2,1,D,D,Check-Out,23/02/2016
City Hotel,0,47,2016,February,8,20,2,2,D,D,Check-Out,24/02/2016
City Hotel,1,38,2016,February,8,20,2,3,D,D,Canceled,18/01/2016
City Hotel,0,3,2016,February,9,21,2,0,D,D,Check-Out,23/02/2016
City Hotel,0,67,2016,February,9,22,1,4,D,D,Check-Out,27/02/2016
City Hotel,1,50,2016,February,9,22,2,5,D,D,Canceled,15/01/2016
City Hotel,1,12,2016,February,9,22,9,20,D,D,Canceled,22/02/2016
City Hotel,1,13,2016,February,9,23,0,1,D,D,Canceled,15/02/2016
City Hotel,1,5,2016,February,9,23,2,9,D,D,No-Show,23/02/2016
City Hotel,1,4,2016,February,9,25,4,11,D,D,No-Show,25/02/2016
City Hotel,1,44,2016,February,9,25,7,18,D,D,No-Show,25/02/2016
City Hotel,1,32,2016,February,9,26,0,2,D,D,Canceled,30/01/2016
City Hotel,1,7,2016,February,9,26,0,2,D,D,Canceled,23/02/2016
City Hotel,1,12,2016,February,9,26,0,2,D,D,Canceled,23/02/2016
City Hotel,1,24,2016,February,9,26,1,2,D,D,Canceled,19/02/2016
City Hotel,1,35,2016,February,9,26,1,2,D,D,Canceled,24/02/2016
City Hotel,1,35,2016,February,9,26,1,2,D,D,Canceled,23/02/2016
City Hotel,1,16,2016,February,9,26,1,2,D,D,Canceled,25/02/2016
City Hotel,1,28,2016,February,9,26,1,2,D,D,Canceled,13/02/2016
City Hotel,1,10,2016,February,9,26,1,2,D,D,Canceled,18/02/2016
City Hotel,1,18,2016,February,9,26,4,9,D,D,Canceled,20/02/2016
City Hotel,1,9,2016,February,9,27,1,1,D,D,Canceled,24/02/2016
City Hotel,1,21,2016,February,9,27,2,1,D,D,Canceled,16/02/2016
City Hotel,1,16,2016,February,9,27,2,5,D,D,No-Show,27/02/2016
City Hotel,1,16,2016,February,9,27,2,5,D,D,No-Show,27/02/2016
City Hotel,1,16,2016,February,9,27,2,5,D,D,No-Show,27/02/2016
City Hotel,1,3,2016,February,9,27,4,6,D,D,No-Show,27/02/2016
City Hotel,1,3,2016,February,9,27,4,6,D,D,No-Show,27/02/2016
City Hotel,1,16,2016,February,10,28,2,0,D,D,Canceled,14/02/2016
City Hotel,1,16,2016,February,10,28,2,0,D,D,Canceled,23/02/2016
City Hotel,1,53,2016,February,10,28,2,0,D,D,Canceled,16/01/2016
City Hotel,1,43,2016,February,10,28,2,0,D,D,Canceled,09/02/2016
City Hotel,1,8,2016,February,10,28,2,2,D,D,Canceled,27/02/2016
City Hotel,1,17,2016,February,10,28,2,3,D,D,No-Show,28/02/2016
City Hotel,0,57,2016,February,10,29,1,2,D,D,Check-Out,03/03/2016
City Hotel,1,13,2016,February,10,29,1,3,D,D,Canceled,16/02/2016
City Hotel,1,31,2016,March,10,1,0,1,D,D,Canceled,01/03/2016
City Hotel,1,40,2016,March,10,1,0,3,D,D,Canceled,24/01/2016
City Hotel,0,54,2016,March,10,1,0,4,D,D,Check-Out,05/03/2016
City Hotel,1,37,2016,March,10,1,0,4,D,D,Canceled,22/02/2016
City Hotel,0,58,2016,March,10,1,2,8,D,D,Check-Out,11/03/2016
City Hotel,0,78,2016,March,10,1,2,8,D,D,Check-Out,11/03/2016
City Hotel,1,7,2016,March,10,2,0,2,D,D,Canceled,01/03/2016
City Hotel,1,7,2016,March,10,2,0,3,D,D,Canceled,24/02/2016
City Hotel,1,12,2016,March,10,2,0,3,D,D,Canceled,28/02/2016
City Hotel,1,6,2016,March,10,3,0,3,D,D,Canceled,29/02/2016
City Hotel,1,16,2016,March,10,3,0,3,D,D,Canceled,25/02/2016
City Hotel,1,60,2016,March,10,3,0,3,D,D,Canceled,22/01/2016
City Hotel,1,81,2016,March,10,3,0,3,D,D,Canceled,25/02/2016
City Hotel,1,16,2016,March,10,3,0,3,D,D,Canceled,25/02/2016
City Hotel,1,11,2016,March,10,3,1,3,D,D,Canceled,26/02/2016
City Hotel,1,12,2016,March,10,3,2,5,D,D,Canceled,29/02/2016
City Hotel,1,31,2016,March,10,3,6,16,D,D,No-Show,03/03/2016
City Hotel,1,15,2016,March,10,4,0,2,D,D,Canceled,28/02/2016
City Hotel,1,19,2016,March,10,4,0,2,D,D,Canceled,16/02/2016
City Hotel,1,79,2016,March,10,4,0,2,D,D,Canceled,26/02/2016
City Hotel,1,4,2016,March,10,5,0,1,D,D,Canceled,02/03/2016
City Hotel,1,35,2016,March,10,5,1,1,D,D,Canceled,01/03/2016
City Hotel,1,28,2016,March,10,5,2,1,D,D,Canceled,16/02/2016
City Hotel,1,63,2016,March,10,5,2,1,D,D,Canceled,13/01/2016
City Hotel,1,9,2016,March,10,5,2,1,D,D,Canceled,26/02/2016
City Hotel,1,4,2016,March,10,5,2,1,D,D,Canceled,04/03/2016
City Hotel,1,31,2016,March,10,5,2,3,D,D,No-Show,05/03/2016
City Hotel,0,60,2016,March,10,5,2,3,D,D,Check-Out,10/03/2016
City Hotel,1,29,2016,March,11,6,2,0,D,D,Canceled,16/02/2016
City Hotel,1,53,2016,March,11,6,2,1,D,D,Canceled,04/03/2016
City Hotel,0,90,2016,March,11,6,2,3,D,D,Check-Out,11/03/2016
City Hotel,1,56,2016,March,11,6,2,5,D,D,Canceled,03/03/2016
City Hotel,1,49,2016,March,11,7,1,2,D,D,Canceled,20/01/2016
City Hotel,1,1,2016,March,11,7,1,3,D,D,Canceled,06/03/2016
City Hotel,1,0,2016,March,11,8,0,2,D,D,Canceled,08/03/2016
